./Cenarios/exp02/exp02-10x10-066.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 8, 12
./Cenarios/exp02/exp02-10x10-072.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 14, 20
./Cenarios/exp02/exp02-10x10-097.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 1, 5
./Cenarios/exp02/exp02-10x10-070.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 8, 16
./Cenarios/exp02/exp02-10x10-084.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 7, 12
./Cenarios/exp02/exp02-10x10-034.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 9, 13
./Cenarios/exp02/exp02-10x10-088.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 14, 19
./Cenarios/exp02/exp02-10x10-098.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 15, 23
./Cenarios/exp02/exp02-10x10-011.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 4, 5
./Cenarios/exp02/exp02-10x10-020.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 17, 18
./Cenarios/exp02/exp02-10x10-013.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 14, 17
./Cenarios/exp02/exp02-10x10-067.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 7, 10
./Cenarios/exp02/exp02-10x10-029.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 6, 19
./Cenarios/exp02/exp02-10x10-024.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 25, 25
./Cenarios/exp02/exp02-10x10-073.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 10, 12
./Cenarios/exp02/exp02-10x10-027.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 3, 7
./Cenarios/exp02/exp02-10x10-047.state, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, trainned_minds/complete.trainned.exp-00x0x02--mod.1.mind, 9, 9
